"Kod";Nazwa;ludność w tysiącach;
2604034;"Chęciny - miasto (4)";4,32;
2604035;"Chęciny - obszar wiejski (5)";10,44;
2604043;"Chmielnik (3)";10,72;
2604044;"Chmielnik - miasto (4)";3,43;
2604045;"Chmielnik - obszar wiejski (5)";7,29;
2604053;"Daleszyce (3)";16,28;
2604054;"Daleszyce - miasto (4)";2,75;
2604055;"Daleszyce - obszar wiejski (5)";13,53;
2604062;"Górno (2)";15,18;
2604073;"Łagów (3)";6,56;
2604074;"Łagów - miasto (4)";1,52;
2604075;"Łagów - obszar wiejski (5)";5,04;
2604083;"Łopuszno (3)";8,70;
2604084;"Łopuszno - miasto (4)";1,45;
2604085;"Łopuszno - obszar wiejski (5)";7,26;
2604092;"Masłów (2)";11,96;
2604102;"Miedziana Góra (2)";12,56;
2604112;"Mniów (2)";9,04;
2604123;"Morawica (3)";17,92;
2604124;"Morawica - miasto (4)";1,77;
2604125;"Morawica - obszar wiejski (5)";16,15;
2604133;"Nowa Słupia (3)";8,79;
2604134;"Nowa Słupia - miasto (4)";1,29;
2604135;"Nowa Słupia - obszar wiejski (5)";7,50;
2604143;"Piekoszów (3)";16,85;
2604144;"Piekoszów - miasto (4)";2,95;
2604145;"Piekoszów - obszar wiejski (5)";13,90;
2604153;"Pierzchnica (3)";4,70;
2604154;"Pierzchnica - miasto (4)";1,27;
2604155;"Pierzchnica - obszar wiejski (5)";3,43;
2604162;"Raków (2)";5,27;
2604172;"Nowiny (2)";8,12;
2604182;"Strawczyn (2)";11,23;
2604192;"Zagnańsk (2)";12,18;
2605000;"Powiat konecki";73,74;
2605012;"Fałków (2)";3,95;
2605022;"Gowarczów (2)";4,40;
2605033;"Końskie (3)";32,46;
2605034;"Końskie - miasto (4)";17,38;
2605035;"Końskie - obszar wiejski (5)";15,08;
2605043;"Radoszyce (3)";8,13;
2605044;"Radoszyce - miasto (4)";2,83;
2605045;"Radoszyce - obszar wiejski (5)";5,29;
2605052;"Ruda Maleniecka (2)";2,84;
2605062;"Słupia Konecka (2)";2,96;
2605072;"Smyków (2)";3,69;
2605083;"Stąporków (3)";15,32;
2605084;"Stąporków - miasto (4)";5,09;
2605085;"Stąporków - obszar wiejski (5)";10,23;
2606000;"Powiat opatowski";48,39;
2606012;"Baćkowice (2)";4,53;
2606023;"Iwaniska (3)";6,13;
2606024;"Iwaniska - miasto (4)";1,22;
2606025;"Iwaniska - obszar wiejski (5)";4,92;
2606032;"Lipnik (2)";4,79;
2606043;"Opatów (3)";10,76;
2606044;"Opatów - miasto (4)";5,94;
2606045;"Opatów - obszar wiejski (5)";4,82;
2606053;"Ożarów (3)";10,09;
2606054;"Ożarów - miasto (4)";4,20;
2606055;"Ożarów - obszar wiejski (5)";5,89;
2606062;"Sadowie (2)";3,76;
2606072;"Tarłów (2)";4,58;
2606082;"Wojciechowice (2)";3,76;
2607000;"Powiat ostrowiecki";100,06;
2607011;"Ostrowiec Świętokrzyski (1)";62,09;
2607022;"Bałtów (2)";3,12;
2607032;"Bodzechów (2)";12,66;
2607043;"Ćmielów (3)";6,72;
2607044;"Ćmielów - miasto (4)";2,79;
2607045;"Ćmielów - obszar wiejski (5)";3,93;
2607053;"Kunów (3)";9,14;
2607054;"Kunów - miasto (4)";2,70;
2607055;"Kunów - obszar wiejski (5)";6,44;
2607062;"Waśniów (2)";6,32;
2608000;"Powiat pińczowski";36,74;
2608013;"Działoszyce (3)";4,58;
2608014;"Działoszyce - miasto (4)";0,85;
2608015;"Działoszyce - obszar wiejski (5)";3,73;
2608022;"Kije (2)";4,28;
2608032;"Michałów (2)";4,41;
2608043;"Pińczów (3)";19,24;
2608044;"Pińczów - miasto (4)";9,72;
2608045;"Pińczów - obszar wiejski (5)";9,52;
2608052;"Złota (2)";4,23;
2609000;"Powiat sandomierski";71,82;
2609011;"Sandomierz (1)";21,27;
2609022;"Dwikozy (2)";8,16;
2609033;"Klimontów (3)";7,47;
2609034;"Klimontów - miasto (4)";1,76;
2609035;"Klimontów - obszar wiejski (5)";5,71;
2609043;"Koprzywnica (3)";6,22;
2609044;"Koprzywnica - miasto (4)";2,37;
2609045;"Koprzywnica - obszar wiejski (5)";3,85;
2609052;"Łoniów (2)";7,14;
2609062;"Obrazów (2)";6,09;
2609072;"Samborzec (2)";8,05;
2609082;"Wilczyce (2)";3,43;
2609093;"Zawichost (3)";4,01;
2609094;"Zawichost - miasto (4)";1,60;
2609095;"Zawichost - obszar wiejski (5)";2,41;
2610000;"Powiat skarżyski";68,10;
2610011;"Skarżysko-Kamienna (1)";41,22;
2610022;"Bliżyn (2)";7,45;
2610032;"Łączna (2)";4,80;
2610042;"Skarżysko Kościelne (2)";5,50;
2610053;"Suchedniów (3)";9,14;
2610054;"Suchedniów - miasto (4)";7,45;
2610055;"Suchedniów - obszar wiejski (5)";1,68;
2611000;"Powiat starachowicki";83,63;
2611011;"Starachowice (1)";44,42;
2611022;"Brody (2)";10,12;
2611032;"Mirzec (2)";7,91;
2611042;"Pawłów (2)";14,86;
2611053;"Wąchock (3)";6,33;
2611054;"Wąchock - miasto (4)";2,47;
2611055;"Wąchock - obszar wiejski (5)";3,87;
2612000;"Powiat staszowski";68,45;
2612012;"Bogoria (2)";7,41;
2612022;"Łubnice (2)";3,93;
2612033;"Oleśnica (3)";3,75;
2612034;"Oleśnica - miasto (4)";1,71;
2612035;"Oleśnica - obszar wiejski (5)";2,04;
2612043;"Osiek (3)";7,35;
2612044;"Osiek - miasto (4)";1,97;
2612045;"Osiek - obszar wiejski (5)";5,38;
2612053;"Połaniec (3)";11,02;
2612054;"Połaniec - miasto (4)";7,45;
2612055;"Połaniec - obszar wiejski (5)";3,57;
2612062;"Rytwiany (2)";6,23;
2612073;"Staszów (3)";24,42;
2612074;"Staszów - miasto (4)";13,60;
2612075;"Staszów - obszar wiejski (5)";10,83;
2612083;"Szydłów (3)";4,34;
2612084;"Szydłów - miasto (4)";0,97;
2612085;"Szydłów - obszar wiejski (5)";3,38;
2613000;"Powiat włoszczowski";42,93;
2613012;"Kluczewsko (2)";4,90;
2613022;"Krasocin (2)";10,10;
2613032;"Moskorzew (2)";2,53;
2613042;"Radków (2)";2,29;
2613052;"Secemin (2)";4,53;
2613063;"Włoszczowa (3)";18,58;
2613064;"Włoszczowa - miasto (4)";9,52;
2613065;"Włoszczowa - obszar wiejski (5)";9,06;
2661000;"Powiat m. Kielce";182,30;
2661011;"Kielce (1)";182,30;
2800000;"WARMIŃSKO-MAZURSKIE";1357,91;
2801000;"Powiat bartoszycki";52,67;
2801011;"Bartoszyce (1)";21,31;
2801021;"Górowo Iławeckie (1)";3,63;
2801032;"Bartoszyce (2)";10,22;
2801043;"Bisztynek (3)";5,66;
2801044;"Bisztynek - miasto (4)";2,16;
2801045;"Bisztynek - obszar wiejski (5)";3,50;
2801052;"Górowo Iławeckie (2)";6,15;
2801063;"Sępopol (3)";5,70;
2801064;"Sępopol - miasto (4)";1,89;
2801065;"Sępopol - obszar wiejski (5)";3,81;
2802000;"Powiat braniewski";37,28;
2802011;"Braniewo (1)";16,02;
2802022;"Braniewo (2)";5,39;
2802033;"Frombork (3)";3,07;
2802034;"Frombork - miasto (4)";2,03;
2802035;"Frombork - obszar wiejski (5)";1,04;
2802042;"Lelkowo (2)";2,37;
2802053;"Pieniężno (3)";5,53;
2802054;"Pieniężno - miasto (4)";2,42;
2802055;"Pieniężno - obszar wiejski (5)";3,11;
2802062;"Płoskinia (2)";2,35;
2802072;"Wilczęta (2)";2,55;
2803000;"Powiat działdowski";61,42;
2803011;"Działdowo (1)";20,13;
2803022;"Działdowo (2)";9,61;
2803032;"Iłowo-Osada (2)";6,70;
2803043;"Lidzbark (3)";13,17;
2803044;"Lidzbark - miasto (4)";7,18;
2803045;"Lidzbark - obszar wiejski (5)";5,99;
2803052;"Płośnica (2)";5,08;
2803062;"Rybno (2)";6,73;
2804000;"Powiat elbląski";54,14;
2804012;"Elbląg (2)";7,64;
2804022;"Godkowo (2)";2,72;
2804032;"Gronowo Elbląskie (2)";4,76;
2804042;"Markusy (2)";3,86;
2804052;"Milejewo (2)";3,25;
2804063;"Młynary (3)";4,18;
2804064;"Młynary - miasto (4)";1,68;
2804065;"Młynary - obszar wiejski (5)";2,50;
2804073;"Pasłęk (3)";18,27;
2804074;"Pasłęk - miasto (4)";11,73;
2804075;"Pasłęk - obszar wiejski (5)";6,54;
2804082;"Rychliki (2)";3,49;
2804093;"Tolkmicko (3)";5,97;
2804094;"Tolkmicko - miasto (4)";2,40;
2804095;"Tolkmicko - obszar wiejski (5)";3,58;
2805000;"Powiat ełcki";88,34;
2805011;"Ełk (1)";59,76;
2805022;"Ełk (2)";12,47;
2805032;"Kalinowo (2)";6,13;
2805042;"Prostki (2)";6,68;
2805052;"Stare Juchy (2)";3,30;
2806000;"Powiat giżycki";53,74;
2806011;"Giżycko (1)";27,31;
2806042;"Giżycko (2)";8,89;
2806052;"Kruklanki (2)";2,93;
2806062;"Miłki (2)";3,43;
2806083;"Ryn (3)";5,37;
2806084;"Ryn - miasto (4)";2,68;
2806085;"Ryn - obszar wiejski (5)";2,69;
2806102;"Wydminy (2)";5,81;
2807000;"Powiat iławski";89,87;
2807011;"Iława (1)";32,19;
2807021;"Lubawa (1)";10,63;
2807032;"Iława (2)";13,21;
2807043;"Kisielice (3)";5,53;
2807044;"Kisielice - miasto (4)";2,01;
2807045;"Kisielice - obszar wiejski (5)";3,53;
2807052;"Lubawa (2)";10,39;
2807063;"Susz (3)";11,78;
2807064;"Susz - miasto (4)";5,25;
2807065;"Susz - obszar wiejski (5)";6,54;
2807073;"Zalewo (3)";6,13;
2807074;"Zalewo - miasto (4)";2,03;
2807075;"Zalewo - obszar wiejski (5)";4,10;
2808000;"Powiat kętrzyński";57,05;
2808011;"Kętrzyn (1)";25,11;
2808022;"Barciany (2)";5,60;
2808032;"Kętrzyn (2)";7,62;
2808043;"Korsze (3)";8,70;
2808044;"Korsze - miasto (4)";3,93;
2808045;"Korsze - obszar wiejski (5)";4,77;
2808053;"Reszel (3)";6,64;
2808054;"Reszel - miasto (4)";4,05;
2808055;"Reszel - obszar wiejski (5)";2,59;
2808062;"Srokowo (2)";3,38;
2809000;"Powiat lidzbarski";38,13;
2809011;"Lidzbark Warmiński (1)";14,46;
2809022;"Kiwity (2)";3,06;
2809032;"Lidzbark Warmiński (2)";6,40;
2809042;"Lubomino (2)";3,29;
2809053;"Orneta (3)";10,91;
2809054;"Orneta - miasto (4)";8,01;
2809055;"Orneta - obszar wiejski (5)";2,91;
2810000;"Powiat mrągowski";47,47;
2810011;"Mrągowo (1)";20,53;
2810023;"Mikołajki (3)";7,35;
2810024;"Mikołajki - miasto (4)";3,36;
2810025;"Mikołajki - obszar wiejski (5)";3,99;
2810032;"Mrągowo (2)";8,05;
2810042;"Piecki (2)";7,16;
2810052;"Sorkwity (2)";4,38;
2811000;"Powiat nidzicki";30,46;
2811012;"Janowiec Kościelny (2)";2,92;
2811022;"Janowo (2)";2,51;
2811032;"Kozłowo (2)";5,30;
2811043;"Nidzica (3)";19,74;
2811044;"Nidzica - miasto (4)";12,63;
2811045;"Nidzica - obszar wiejski (5)";7,11;
2812000;"Powiat nowomiejski";41,96;
2812011;"Nowe Miasto Lubawskie (1)";10,09;
2812022;"Biskupiec (2)";8,59;
2812032;"Grodziczno (2)";5,87;
2812042;"Kurzętnik (2)";9,00;
2812052;"Nowe Miasto Lubawskie (2)";8,42;
2813000;"Powiat olecki";32,00;
2813032;"Kowale Oleckie (2)";4,55;
2813043;"Olecko (3)";20,96;
2813044;"Olecko - miasto (4)";15,72;
2813045;"Olecko - obszar wiejski (5)";5,24;
2813052;"Świętajno (2)";3,32;
2813062;"Wieliczki (2)";3,16;
2814000;"Powiat olsztyński";129,91;
2814013;"Barczewo (3)";18,24;
2814014;"Barczewo - miasto (4)";7,38;
2814015;"Barczewo - obszar wiejski (5)";10,86;
2814023;"Biskupiec (3)";17,74;
2814024;"Biskupiec - miasto (4)";9,92;
2814025;"Biskupiec - obszar wiejski (5)";7,81;
2814033;"Dobre Miasto (3)";14,99;
2814034;"Dobre Miasto - miasto (4)";9,26;
2814035;"Dobre Miasto - obszar wiejski (5)";5,74;
2814042;"Dywity (2)";13,71;
2814052;"Gietrzwałd (2)";6,95;
2814063;"Jeziorany (3)";6,95;
2814064;"Jeziorany - miasto (4)";2,94;
2814065;"Jeziorany - obszar wiejski (5)";4,01;
2814072;"Jonkowo (2)";7,81;
2814082;"Kolno (2)";2,76;
2814093;"Olsztynek (3)";13,11;
2814094;"Olsztynek - miasto (4)";7,17;
2814095;"Olsztynek - obszar wiejski (5)";5,95;
2814102;"Purda (2)";8,98;
2814112;"Stawiguda (2)";14,98;
2814122;"Świątki (2)";3,71;
2815000;"Powiat ostródzki";99,07;
2815011;"Ostróda (1)";31,34;
2815022;"Dąbrówno (2)";3,87;
2815032;"Grunwald (2)";5,07;
2815042;"Łukta (2)";4,37;
2815052;"Małdyty (2)";5,77;
2815063;"Miłakowo (3)";4,93;
2815064;"Miłakowo - miasto (4)";2,40;
2815065;"Miłakowo - obszar wiejski (5)";2,53;
2815073;"Miłomłyn (3)";4,75;
2815074;"Miłomłyn - miasto (4)";2,41;
2815075;"Miłomłyn - obszar wiejski (5)";2,34;
2815083;"Morąg (3)";23,01;
2815084;"Morąg - miasto (4)";12,76;
2815085;"Morąg - obszar wiejski (5)";10,25;
2815092;"Ostróda (2)";15,96;
2816000;"Powiat piski";51,97;
2816013;"Biała Piska (3)";10,35;
2816014;"Biała Piska - miasto (4)";3,67;
2816015;"Biała Piska - obszar wiejski (5)";6,68;
2816023;"Orzysz (3)";8,37;
2816024;"Orzysz - miasto (4)";5,28;
2816025;"Orzysz - obszar wiejski (5)";3,09;
2816033;"Pisz (3)";25,94;
2816034;"Pisz - miasto (4)";17,67;
2816035;"Pisz - obszar wiejski (5)";8,27;
2816043;"Ruciane-Nida (3)";7,31;
2816044;"Ruciane-Nida - miasto (4)";4,07;
2816045;"Ruciane-Nida - obszar wiejski (5)";3,23;
2817000;"Powiat szczycieński";66,54;
2817011;"Szczytno (1)";21,88;
2817022;"Dźwierzuty (2)";5,83;
2817032;"Jedwabno (2)";3,45;
2817043;"Pasym (3)";5,05;
2817044;"Pasym - miasto (4)";2,39;
2817045;"Pasym - obszar wiejski (5)";2,66;
2817052;"Rozogi (2)";5,19;
2817062;"Szczytno (2)";13,57;
2817072;"Świętajno (2)";5,33;
2817083;"Wielbark (3)";6,24;
2817084;"Wielbark - miasto (4)";2,98;
2817085;"Wielbark - obszar wiejski (5)";3,26;
2818000;"Powiat gołdapski";24,86;
2818012;"Banie Mazurskie (2)";3,18;
2818022;"Dubeninki (2)";2,64;
2818033;"Gołdap (3)";19,04;
2818034;"Gołdap - miasto (4)";13,18;
2818035;"Gołdap - obszar wiejski (5)";5,86;
2819000;"Powiat węgorzewski";20,80;
2819012;"Budry (2)";2,54;
2819022;"Pozezdrze (2)";2,96;
2819033;"Węgorzewo (3)";15,30;
2819034;"Węgorzewo - miasto (4)";10,56;
2819035;"Węgorzewo - obszar wiejski (5)";4,74;
2861000;"Powiat m. Elbląg";112,92;
2861011;"Elbląg (1)";112,92;
2862000;"Powiat m. Olsztyn";167,31;
2862011;"Olsztyn (1)";167,31;
3000000;"WIELKOPOLSKIE";3487,97;
3001000;"Powiat chodzieski";45,21;
3001011;"Chodzież (1)";17,32;
3001023;"Budzyń (3)";8,29;
3001024;"Budzyń - miasto (4)";4,67;
3001025;"Budzyń - obszar wiejski (5)";3,62;
3001032;"Chodzież (2)";6,15;
3001043;"Margonin (3)";6,30;
3001044;"Margonin - miasto (4)";2,97;
3001045;"Margonin - obszar wiejski (5)";3,34;
3001053;"Szamocin (3)";7,15;
3001054;"Szamocin - miasto (4)";3,90;
3001055;"Szamocin - obszar wiejski (5)";3,25;
3002000;"Powiat czarnkowsko-trzcianecki";83,44;
3002011;"Czarnków (1)";9,92;
3002022;"Czarnków (2)";11,19;
3002032;"Drawsko (2)";5,57;
3002043;"Krzyż Wielkopolski (3)";8,24;
3002044;"Krzyż Wielkopolski - miasto (4)";5,88;
3002045;"Krzyż Wielkopolski - obszar wiejski (5)";2,36;
3002052;"Lubasz (2)";7,52;
3002062;"Połajewo (2)";5,96;
3002073;"Trzcianka (3)";23,38;
3002074;"Trzcianka - miasto (4)";16,42;
3002075;"Trzcianka - obszar wiejski (5)";6,96;
3002083;"Wieleń (3)";11,68;
3002084;"Wieleń - miasto (4)";5,68;
3002085;"Wieleń - obszar wiejski (5)";6,00;
3003000;"Powiat gnieźnieński";141,30;
3003011;"Gniezno (1)";63,55;
3003023;"Czerniejewo (3)";7,26;
3003024;"Czerniejewo - miasto (4)";2,56;
3003025;"Czerniejewo - obszar wiejski (5)";4,71;
3003032;"Gniezno (2)";14,58;
3003042;"Kiszkowo (2)";5,14;
3003053;"Kłecko (3)";7,11;
3003054;"Kłecko - miasto (4)";2,52;
3003055;"Kłecko - obszar wiejski (5)";4,59;
3003062;"Łubowo (2)";7,30;
3003072;"Mieleszyn (2)";3,67;
3003082;"Niechanowo (2)";5,96;
3003093;"Trzemeszno (3)";13,70;
3003094;"Trzemeszno - miasto (4)";7,27;
3003095;"Trzemeszno - obszar wiejski (5)";6,43;
3003103;"Witkowo (3)";13,03;
3003104;"Witkowo - miasto (4)";7,43;
3003105;"Witkowo - obszar wiejski (5)";5,60;
3004000;"Powiat gostyński";73,52;
3004013;"Borek Wielkopolski (3)";7,03;
3004014;"Borek Wielkopolski - miasto (4)";2,44;
3004015;"Borek Wielkopolski - obszar wiejski (5)";4,60;
3004023;"Gostyń (3)";27,76;
3004024;"Gostyń - miasto (4)";19,81;
3004025;"Gostyń - obszar wiejski (5)";7,95;
3004033;"Krobia (3)";12,61;
3004034;"Krobia - miasto (4)";4,51;
3004035;"Krobia - obszar wiejski (5)";8,10;
3004042;"Pępowo (2)";5,73;
3004052;"Piaski (2)";8,24;
3004063;"Pogorzela (3)";4,67;
3004064;"Pogorzela - miasto (4)";2,03;
3004065;"Pogorzela - obszar wiejski (5)";2,64;
3004073;"Poniec (3)";7,48;
3004074;"Poniec - miasto (4)";2,92;
3004075;"Poniec - obszar wiejski (5)";4,56;
3005000;"Powiat grodziski";51,56;
3005012;"Granowo (2)";5,05;
3005023;"Grodzisk Wielkopolski (3)";20,37;
3005024;"Grodzisk Wielkopolski - miasto (4)";15,12;
3005025;"Grodzisk Wielkopolski - obszar wiejski (5)";5,25;
3005032;"Kamieniec (2)";6,21;
3005043;"Rakoniewice (3)";13,25;
3005044;"Rakoniewice - miasto (4)";3,59;
3005045;"Rakoniewice - obszar wiejski (5)";9,66;
3005053;"Wielichowo (3)";6,67;
3005054;"Wielichowo - miasto (4)";1,67;
3005055;"Wielichowo - obszar wiejski (5)";5,01;
3006000;"Powiat jarociński";69,75;
3006013;"Jaraczewo (3)";7,60;
3006014;"Jaraczewo - miasto (4)";1,37;
3006015;"Jaraczewo - obszar wiejski (5)";6,23;
3006023;"Jarocin (3)";45,47;
3006024;"Jarocin - miasto (4)";26,29;
3006025;"Jarocin - obszar wiejski (5)";19,18;
3006032;"Kotlin (2)";6,94;
3006043;"Żerków (3)";9,75;
3006044;"Żerków - miasto (4)";2,08;
3006045;"Żerków - obszar wiejski (5)";7,67;
3007000;"Powiat kaliski";82,22;
3007012;"Blizanów (2)";10,09;
3007022;"Brzeziny (2)";5,73;
3007032;"Ceków-Kolonia (2)";4,73;
3007042;"Godziesze Wielkie (2)";10,17;
3007053;"Koźminek (3)";7,32;
3007054;"Koźminek - miasto (4)";1,82;
3007055;"Koźminek - obszar wiejski (5)";5,49;
3007062;"Lisków (2)";5,14;
3007072;"Mycielin (2)";4,63;
3007083;"Opatówek (3)";10,62;
3007084;"Opatówek - miasto (4)";3,49;
3007085;"Opatówek - obszar wiejski (5)";7,13;
3007093;"Stawiszyn (3)";6,62;
3007094;"Stawiszyn - miasto (4)";1,36;
3007095;"Stawiszyn - obszar wiejski (5)";5,27;
3007102;"Szczytniki (2)";7,55;
3007112;"Żelazków (2)";9,61;
3008000;"Powiat kępiński";55,92;
3008012;"Baranów (2)";8,26;
3008022;"Bralin (2)";6,10;
3008033;"Kępno (3)";24,12;
3008034;"Kępno - miasto (4)";13,53;
3008035;"Kępno - obszar wiejski (5)";10,59;
3008042;"Łęka Opatowska (2)";5,16;
3008052;"Perzów (2)";3,76;
3008062;"Rychtal (2)";3,60;
3008072;"Trzcinica (2)";4,93;
3009000;"Powiat kolski";81,56;
3009011;"Koło (1)";19,42;
3009022;"Babiak (2)";7,35;
3009032;"Chodów (2)";2,80;
3009043;"Dąbie (3)";5,73;
3009044;"Dąbie - miasto (4)";1,70;
3009045;"Dąbie - obszar wiejski (5)";4,03;
3009052;"Grzegorzew (2)";5,35;
3009063;"Kłodawa (3)";11,82;
3009064;"Kłodawa - miasto (4)";5,87;
3009065;"Kłodawa - obszar wiejski (5)";5,95;
3009072;"Koło (2)";7,99;
3009082;"Kościelec (2)";6,77;
3009092;"Olszówka (2)";4,13;
3009102;"Osiek Mały (2)";6,29;
3009113;"Przedecz (3)";3,92;
3009114;"Przedecz - miasto (4)";1,53;
3009115;"Przedecz - obszar wiejski (5)";2,38;
3010000;"Powiat koniński";128,84;
3010013;"Golina (3)";12,33;
3010014;"Golina - miasto (4)";4,28;
3010015;"Golina - obszar wiejski (5)";8,05;
3010022;"Grodziec (2)";4,95;
3010032;"Kazimierz Biskupi (2)";11,54;
3010043;"Kleczew (3)";9,61;
3010044;"Kleczew - miasto (4)";3,89;
3010045;"Kleczew - obszar wiejski (5)";5,72;
3010052;"Kramsk (2)";11,64;
3010062;"Krzymów (2)";8,31;
3010073;"Rychwał (3)";7,98;
3010074;"Rychwał - miasto (4)";2,38;
3010075;"Rychwał - obszar wiejski (5)";5,60;
3010082;"Rzgów (2)";7,13;
3010092;"Skulsk (2)";5,72;
3010103;"Sompolno (3)";10,05;
3010104;"Sompolno - miasto (4)";3,34;
3010105;"Sompolno - obszar wiejski (5)";6,72;
3010112;"Stare Miasto (2)";12,94;
3010123;"Ślesin (3)";13,94;
3010124;"Ślesin - miasto (4)";3,10;
3010125;"Ślesin - obszar wiejski (5)";10,84;
3010132;"Wierzbinek (2)";6,92;
3010142;"Wilczyn (2)";5,79;
3011000;"Powiat kościański";77,24;
3011011;"Kościan (1)";23,40;
3011023;"Czempiń (3)";11,44;
3011024;"Czempiń - miasto (4)";5,10;
3011025;"Czempiń - obszar wiejski (5)";6,34;
3011032;"Kościan (2)";15,90;
3011043;"Krzywiń (3)";9,48;
3011044;"Krzywiń - miasto (4)";1,66;
3011045;"Krzywiń - obszar wiejski (5)";7,82;
3011053;"Śmigiel (3)";17,03;
3011054;"Śmigiel - miasto (4)";5,62;
3011055;"Śmigiel - obszar wiejski (5)";11,41;
3012000;"Powiat krotoszyński";74,92;
3012011;"Sulmierzyce (1)";2,72;
3012023;"Kobylin (3)";7,68;
3012024;"Kobylin - miasto (4)";3,20;
3012025;"Kobylin - obszar wiejski (5)";4,48;
3012033;"Koźmin Wielkopolski (3)";12,57;
3012034;"Koźmin Wielkopolski - miasto (4)";6,12;
3012035;"Koźmin Wielkopolski - obszar wiejski (5)";6,45;
3012043;"Krotoszyn (3)";39,39;
3012044;"Krotoszyn - miasto (4)";28,13;
3012045;"Krotoszyn - obszar wiejski (5)";11,26;
3012052;"Rozdrażew (2)";4,93;
3012063;"Zduny (3)";7,63;
3012064;"Zduny - miasto (4)";4,31;
3012065;"Zduny - obszar wiejski (5)";3,31;
3013000;"Powiat leszczyński";60,02;
3013012;"Krzemieniewo (2)";7,77;
3013022;"Lipno (2)";9,92;
3013033;"Osieczna (3)";9,34;
3013034;"Osieczna - miasto (4)";2,44;
3013035;"Osieczna - obszar wiejski (5)";6,89;
3013043;"Rydzyna (3)";10,59;
3013044;"Rydzyna - miasto (4)";2,87;
3013045;"Rydzyna - obszar wiejski (5)";7,72;
3013052;"Święciechowa (2)";8,74;
3013062;"Wijewo (2)";3,73;
3013072;"Włoszakowice (2)";9,94;
3014000;"Powiat międzychodzki";35,59;
3014012;"Chrzypsko Wielkie (2)";3,19;
3014022;"Kwilcz (2)";6,08;
3014033;"Międzychód (3)";17,83;
3014034;"Międzychód - miasto (4)";9,96;
3014035;"Międzychód - obszar wiejski (5)";7,87;
3014043;"Sieraków (3)";8,49;
3014044;"Sieraków - miasto (4)";5,82;
3014045;"Sieraków - obszar wiejski (5)";2,67;
3015000;"Powiat nowotomyski";75,18;
3015012;"Kuślin (2)";5,15;
3015023;"Lwówek (3)";8,72;
3015024;"Lwówek - miasto (4)";2,92;
3015025;"Lwówek - obszar wiejski (5)";5,80;
3015032;"Miedzichowo (2)";3,89;
3015043;"Nowy Tomyśl (3)";27,76;
3015044;"Nowy Tomyśl - miasto (4)";13,59;
3015045;"Nowy Tomyśl - obszar wiejski (5)";14,17;
3015053;"Opalenica (3)";15,99;
3015054;"Opalenica - miasto (4)";9,30;
3015055;"Opalenica - obszar wiejski (5)";6,68;
3015063;"Zbąszyń (3)";13,67;
3015064;"Zbąszyń - miasto (4)";7,02;
3015065;"Zbąszyń - obszar wiejski (5)";6,65;
3016000;"Powiat obornicki";58,81;
3016013;"Oborniki (3)";34,10;
3016014;"Oborniki - miasto (4)";17,24;
3016015;"Oborniki - obszar wiejski (5)";16,86;
3016023;"Rogoźno (3)";17,91;
3016024;"Rogoźno - miasto (4)";10,77;
3016025;"Rogoźno - obszar wiejski (5)";7,14;
3016032;"Ryczywół (2)";6,80;
3017000;"Powiat ostrowski";158,49;
3017011;"Ostrów Wielkopolski (1)";69,26;
3017023;"Nowe Skalmierzyce (3)";15,99;
3017024;"Nowe Skalmierzyce - miasto (4)";4,58;
3017025;"Nowe Skalmierzyce - obszar wiejski (5)";11,41;
3017033;"Odolanów (3)";14,46;
3017034;"Odolanów - miasto (4)";4,94;
3017035;"Odolanów - obszar wiejski (5)";9,52;
3017042;"Ostrów Wielkopolski (2)";19,39;
3017052;"Przygodzice (2)";12,42;
3017063;"Raszków (3)";11,43;
3017064;"Raszków - miasto (4)";2,10;
3017065;"Raszków - obszar wiejski (5)";9,33;
3017072;"Sieroszewice (2)";9,30;
3017082;"Sośnie (2)";6,25;
3018000;"Powiat ostrzeszowski";54,57;
3018012;"Czajków (2)";2,46;
3018022;"Doruchów (2)";5,05;
3018033;"Grabów nad Prosną (3)";7,71;
3018034;"Grabów nad Prosną - miasto (4)";1,91;
3018035;"Grabów nad Prosną - obszar wiejski (5)";5,80;
3018042;"Kobyla Góra (2)";6,24;
3018052;"Kraszewice (2)";3,52;
3018063;"Mikstat (3)";5,82;
3018064;"Mikstat - miasto (4)";1,70;
3018065;"Mikstat - obszar wiejski (5)";4,12;
3018073;"Ostrzeszów (3)";23,77;
3018074;"Ostrzeszów - miasto (4)";13,59;
3018075;"Ostrzeszów - obszar wiejski (5)";10,17;
3019000;"Powiat pilski";130,53;
3019011;"Piła (1)";70,05;
3019022;"Białośliwie (2)";4,50;
3019033;"Kaczory (3)";7,47;
3019034;"Kaczory - miasto (4)";2,78;
3019035;"Kaczory - obszar wiejski (5)";4,69;
3019043;"Łobżenica (3)";9,01;
3019044;"Łobżenica - miasto (4)";2,76;
3019045;"Łobżenica - obszar wiejski (5)";6,24;
3019053;"Miasteczko Krajeńskie (3)";3,03;
3019054;"Miasteczko Krajeńskie - miasto (4)";1,07;
3019055;"Miasteczko Krajeńskie - obszar wiejski (5)";1,97;
3019062;"Szydłowo (2)";9,75;
3019073;"Ujście (3)";7,59;
3019074;"Ujście - miasto (4)";3,36;
3019075;"Ujście - obszar wiejski (5)";4,24;
3019083;"Wyrzysk (3)";13,05;
